vehicle_count,car_count,bus_count,truck_count,motorcycle_count,hour,day_of_week,is_weekend,is_peak_hour,rain_intensity,visibility,incident_nearby,avg_speed_kmh,hour_sin,hour_cos,density_class
43,20,6,4,13,23,5,1,0,0.0003,0.9999,0,47.1,-0.258819,0.965926,medium
117,64,10,9,34,18,4,0,1,0.1579,0.9349,0,22.53,-1.0,-0.0,high
36,21,2,3,10,3,6,1,0,0.391,0.7512,0,43.33,0.707107,0.707107,low
33,17,3,2,11,23,2,0,0,0.0189,0.9882,0,49.82,-0.258819,0.965926,low
115,56,15,7,37,20,1,0,1,0.1323,0.9299,0,23.51,-0.866025,0.5,high
24,13,2,2,7,14,3,0,0,0.023,0.9939,0,52.45,-0.5,-0.866025,low
33,16,3,3,11,15,6,1,0,0.109,0.9718,0,48.47,-0.707107,-0.707107,low
37,18,4,2,13,13,5,1,0,0.0109,0.9958,0,48.74,-0.258819,-0.965926,low
46,26,4,3,13,23,6,1,0,0.0287,0.9855,0,45.77,-0.258819,0.965926,medium
9,5,0,0,4,16,2,0,0,0.0551,0.9785,0,56.47,-0.866025,-0.5,low
122,62,10,7,43,17,2,0,1,0.021,0.9898,0,23.09,-0.965926,-0.258819,high
125,58,18,13,36,20,4,0,1,0.0653,0.9767,0,21.52,-0.866025,0.5,high
122,60,17,9,36,8,3,0,1,0.0033,0.999,0,23.35,0.866025,-0.5,high
151,85,17,16,33,9,1,0,1,0.233,0.9423,0,11.21,0.707107,-0.707107,high
37,20,3,4,10,16,0,0,0,0.0223,0.9891,0,48.57,-0.866025,-0.5,low
38,19,3,3,13,16,4,0,0,0.0396,0.9867,0,48.01,-0.866025,-0.5,low
14,7,1,1,5,22,6,1,0,0.1945,0.8887,0,52.88,-0.5,0.866025,low
37,18,3,3,13,6,4,0,0,0.0034,0.9988,0,48.85,1.0,0.0,low
28,15,2,1,10,1,0,0,0,0.0002,1.0,0,51.6,0.258819,0.965926,low
116,65,12,13,26,8,0,0,1,0.0983,0.9535,0,23.73,0.866025,-0.5,high
115,59,16,10,30,19,1,0,1,0.0866,0.9669,0,24.2,-0.965926,0.258819,high
58,27,5,5,21,19,5,1,1,0.1432,0.8898,0,40.45,-0.965926,0.258819,medium
123,69,13,6,35,18,3,0,1,0.1844,0.9165,0,20.33,-1.0,-0.0,high
35,16,3,3,13,1,4,0,0,0.0468,0.987,0,48.8,0.258819,0.965926,low
42,24,4,4,10,23,2,0,0,0.0798,0.9727,0,46.2,-0.258819,0.965926,medium
101,52,14,7,28,6,3,0,0,0.0767,0.9809,1,8.55,1.0,0.0,high
35,19,4,3,9,16,5,1,0,0.1093,0.9376,0,47.86,-0.866025,-0.5,low
13,6,1,1,5,6,1,0,0,0.0015,0.9992,0,56.08,1.0,0.0,low
20,11,2,2,5,22,1,0,0,0.0635,0.9758,0,53.05,-0.5,0.866025,low
23,13,3,1,6,3,2,0,0,0.0032,0.9983,0,53.05,0.707107,0.707107,low
16,8,2,1,5,23,2,0,0,0.006,0.9987,0,55.11,-0.258819,0.965926,low
13,6,1,1,5,12,1,0,0,0.0308,0.9914,0,55.64,0.0,-1.0,low
100,59,12,5,24,17,5,1,1,0.0978,0.956,1,8.53,-0.965926,-0.258819,high
46,26,3,2,15,0,5,1,0,0.0168,0.994,0,45.95,0.0,1.0,medium
126,72,13,7,34,9,4,0,1,0.1211,0.9257,0,20.38,0.707107,-0.707107,high
45,23,4,3,15,6,6,1,0,0.1211,0.9617,0,44.68,1.0,0.0,medium
102,56,14,11,21,19,1,0,1,0.0517,0.9631,0,28.63,-0.965926,0.258819,high
23,13,2,2,6,6,3,0,0,0.017,0.9945,0,52.85,1.0,0.0,low
40,20,4,3,13,15,1,0,0,0.0075,0.9941,0,47.89,-0.707107,-0.707107,medium
29,16,3,1,9,1,6,1,0,0.0194,0.9904,0,51.01,0.258819,0.965926,low
30,13,2,1,14,5,2,0,0,0.0052,0.9986,0,50.92,0.965926,0.258819,low
32,19,3,1,9,21,3,0,0,0.031,0.9882,0,49.94,-0.707107,0.707107,low
29,13,3,1,12,23,5,1,0,0.0242,0.9898,0,50.94,-0.258819,0.965926,low
35,18,2,3,12,6,5,1,0,0.2276,0.8862,0,46.09,1.0,0.0,low
30,14,3,2,11,10,0,0,0,0.0493,0.9666,0,50.26,0.5,-0.866025,low
122,71,18,6,27,18,2,0,1,0.0983,0.934,0,21.93,-1.0,-0.0,high
24,11,2,1,10,22,1,0,0,0.1486,0.9,0,50.57,-0.5,0.866025,low
41,19,3,4,15,22,4,0,0,0.1045,0.9367,0,46.13,-0.5,0.866025,medium
39,23,5,2,9,15,3,0,0,0.0551,0.9804,0,47.47,-0.707107,-0.707107,low
49,28,7,4,10,13,4,0,0,0.0744,0.979,1,24.18,-0.258819,-0.965926,medium
44,23,4,3,14,3,0,0,0,0.1897,0.9375,0,43.95,0.707107,0.707107,medium
48,26,5,4,13,5,5,1,0,0.0282,0.9931,0,45.18,0.965926,0.258819,medium
30,15,3,3,9,5,3,0,0,0.0143,0.9942,0,50.79,0.965926,0.258819,low
39,19,5,3,12,23,3,0,0,0.4282,0.6669,0,41.88,-0.258819,0.965926,low
43,25,5,3,10,23,3,0,0,0.0566,0.9885,0,46.25,-0.258819,0.965926,medium
167,95,17,15,40,18,3,0,1,0.017,0.9916,1,5.0,-1.0,-0.0,high
42,21,5,3,13,13,6,1,0,0.2281,0.8262,0,43.98,-0.258819,-0.965926,medium
4,1,0,0,3,0,0,0,0,0.0001,0.9999,0,58.8,0.0,1.0,low
19,9,2,2,6,13,3,0,0,0.2265,0.8562,0,50.9,-0.258819,-0.965926,low
43,22,5,3,13,11,6,1,0,0.0696,0.9577,0,46.06,0.258819,-0.965926,medium
50,26,4,4,16,4,2,0,0,0.0269,0.9801,0,44.6,0.866025,0.5,medium
142,76,15,8,43,19,2,0,1,0.0096,0.9945,0,17.26,-0.965926,0.258819,high
21,12,2,1,6,16,5,1,0,0.0147,0.9918,0,53.48,-0.866025,-0.5,low
88,43,12,10,23,4,2,0,0,0.0002,0.9999,1,13.6,0.866025,0.5,medium
21,9,2,1,9,10,0,0,0,0.0675,0.9676,0,52.69,0.5,-0.866025,low
38,20,5,2,11,22,3,0,0,0.0499,0.9625,0,47.85,-0.5,0.866025,low
46,25,4,4,13,10,4,0,0,0.0984,0.9262,0,44.72,0.5,-0.866025,medium
48,21,5,2,20,18,6,1,1,0.0064,0.9952,0,45.5,-1.0,-0.0,medium
47,27,6,4,10,13,6,1,0,0.2467,0.9077,0,42.2,-0.258819,-0.965926,medium
111,57,14,8,32,18,4,0,1,0.0,1.0,0,26.7,-1.0,-0.0,high
67,32,7,5,23,20,5,1,1,0.0081,0.9964,0,39.78,-0.866025,0.5,medium
146,83,19,11,33,20,1,0,1,0.0001,0.9999,0,16.2,-0.866025,0.5,high
82,37,8,8,29,18,5,1,1,0.2555,0.9085,0,31.57,-1.0,-0.0,medium
43,22,5,4,12,22,2,0,0,0.302,0.8324,0,42.57,-0.5,0.866025,medium
24,14,3,2,5,10,4,0,0,0.0263,0.9923,0,52.41,0.5,-0.866025,low
43,23,4,4,12,1,5,1,0,0.0153,0.9883,0,46.87,0.258819,0.965926,medium
125,69,15,9,32,20,2,0,1,0.1811,0.8554,0,19.78,-0.866025,0.5,high
101,45,8,9,39,19,5,1,1,0.1155,0.9474,0,27.97,-0.965926,0.258819,high
102,50,14,7,31,7,6,1,1,0.2795,0.9052,0,25.21,0.965926,-0.258819,high
124,56,16,11,41,18,4,0,1,0.0131,0.9955,0,22.6,-1.0,-0.0,high
68,31,7,7,23,21,4,0,0,0.0054,0.9967,1,19.52,-0.707107,0.707107,medium
23,11,1,2,9,3,3,0,0,0.6894,0.5218,0,42.76,0.707107,0.707107,low
119,65,15,8,31,8,4,0,1,0.1435,0.9095,0,22.15,0.866025,-0.5,high
22,13,2,1,6,12,2,0,0,0.0198,0.9897,0,53.1,0.0,-1.0,low
39,22,5,2,10,10,0,0,0,0.0318,0.9877,0,47.82,0.5,-0.866025,low
15,7,2,1,5,3,2,0,0,0.1426,0.926,0,53.36,0.707107,0.707107,low
42,22,5,4,11,23,5,1,0,0.0149,0.9953,0,47.18,-0.258819,0.965926,medium
55,31,5,3,16,5,1,0,0,0.3727,0.7694,0,37.91,0.965926,0.258819,medium
136,68,16,13,39,17,0,0,1,0.06,0.9578,0,18.3,-0.965926,-0.258819,high
138,73,14,10,41,7,3,0,1,0.3777,0.7797,0,12.93,0.965926,-0.258819,high
105,55,10,8,32,7,2,0,1,0.0656,0.968,0,27.52,0.965926,-0.258819,high
119,63,15,11,30,7,1,0,1,0.0116,0.9932,0,24.13,0.965926,-0.258819,high
75,38,10,7,20,8,5,1,1,0.0153,0.9945,1,17.27,0.866025,-0.5,medium
130,64,17,11,38,8,2,0,1,0.1502,0.9675,0,18.75,0.866025,-0.5,high
54,28,5,3,18,3,6,1,0,0.0819,0.9625,0,42.57,0.707107,0.707107,medium
43,21,5,3,14,5,2,0,0,0.0456,0.9818,0,46.42,0.965926,0.258819,medium
35,17,3,1,14,13,4,0,0,0.0,1.0,0,49.5,-0.258819,-0.965926,low
8,4,0,0,4,12,4,0,0,0.1049,0.9601,0,56.03,0.0,-1.0,low
93,54,13,8,18,20,6,1,1,0.5382,0.8189,0,24.03,-0.866025,0.5,high
44,23,3,3,15,13,4,0,0,0.0123,0.9912,0,46.62,-0.258819,-0.965926,medium
25,11,2,2,10,1,4,0,0,0.2174,0.829,0,49.24,0.258819,0.965926,low
0,0,0,0,0,2,3,0,0,0.0776,0.9422,0,58.84,0.5,0.866025,low
36,18,5,3,10,4,3,0,0,0.0,1.0,0,49.2,0.866025,0.5,low
73,33,10,4,26,14,4,0,0,0.0838,0.9468,0,36.84,-0.5,-0.866025,medium
4,1,0,0,3,1,6,1,0,0.0485,0.9615,0,58.07,0.258819,0.965926,low
42,22,6,2,12,22,5,1,0,0.0059,0.9979,0,47.31,-0.5,0.866025,medium
0,0,0,0,0,21,0,0,0,0.0128,0.9966,0,59.81,-0.707107,0.707107,low
58,33,6,3,16,17,6,1,1,0.0019,0.999,0,42.57,-0.965926,-0.258819,medium
194,110,28,17,39,9,1,0,1,0.1654,0.9517,1,5.0,0.707107,-0.707107,high
125,64,16,10,35,9,1,0,1,0.1385,0.9259,0,20.42,0.707107,-0.707107,high
32,14,3,2,13,21,3,0,0,0.1953,0.9046,0,47.47,-0.707107,0.707107,low
139,64,11,7,57,17,3,0,1,0.0429,0.9857,0,17.66,-0.965926,-0.258819,high
42,23,5,3,11,3,2,0,0,0.0456,0.9859,0,46.72,0.707107,0.707107,medium
34,17,3,2,12,23,2,0,0,0.1102,0.9337,0,48.15,-0.258819,0.965926,low
43,21,4,2,16,22,1,0,0,0.0122,0.9947,0,46.92,-0.5,0.866025,medium
115,64,12,10,29,18,1,0,1,0.1778,0.8978,0,22.83,-1.0,-0.0,high
46,21,6,5,14,11,3,0,0,0.015,0.9952,0,45.97,0.258819,-0.965926,medium
16,8,2,1,5,21,1,0,0,0.1897,0.8661,0,52.36,-0.707107,0.707107,low
107,59,10,8,30,17,4,0,1,0.0344,0.9924,0,27.38,-0.965926,-0.258819,high
106,54,13,10,29,8,1,0,1,0.3869,0.772,0,22.4,0.866025,-0.5,high
45,24,6,3,12,15,5,1,0,0.0667,0.9792,0,45.5,-0.707107,-0.707107,medium
90,41,7,5,37,8,6,1,1,0.0506,0.9683,0,32.24,0.866025,-0.5,high
68,32,7,6,23,7,6,1,1,0.3074,0.8721,0,34.99,0.965926,-0.258819,medium
30,15,2,3,10,23,2,0,0,0.0352,0.987,0,50.47,-0.258819,0.965926,low
10,5,0,1,4,15,5,1,0,0.1425,0.968,0,54.86,-0.707107,-0.707107,low
124,67,16,9,32,20,1,0,1,0.0048,0.9978,0,22.73,-0.866025,0.5,high
32,18,2,3,9,11,6,1,0,0.0017,0.9993,0,50.38,0.258819,-0.965926,low
134,68,14,13,39,20,4,0,1,0.2143,0.8374,0,16.59,-0.866025,0.5,high
112,63,14,13,22,8,2,0,1,0.0,1.0,0,26.4,0.866025,-0.5,high
3,1,0,0,2,16,4,0,0,0.0401,0.9854,0,58.5,-0.866025,-0.5,low
22,11,2,1,8,16,6,1,0,0.1387,0.9222,0,51.32,-0.866025,-0.5,low
43,25,3,2,13,10,6,1,0,0.349,0.788,0,41.87,0.5,-0.866025,medium
19,10,2,1,6,0,5,1,0,0.0702,0.9699,0,53.25,0.0,1.0,low
34,16,3,2,13,14,5,1,0,0.0007,0.9996,0,49.79,-0.5,-0.866025,low
30,17,2,2,9,4,5,1,0,0.4054,0.6819,0,44.92,0.866025,0.5,low
17,9,1,1,6,23,3,0,0,0.0235,0.9886,0,54.55,-0.258819,0.965926,low
20,9,2,1,8,3,0,0,0,0.1856,0.923,0,51.22,0.707107,0.707107,low
20,11,1,1,7,15,1,0,0,0.1452,0.9142,0,51.82,-0.707107,-0.707107,low
26,13,3,1,9,6,0,0,0,0.0433,0.969,0,51.55,1.0,0.0,low
46,24,5,5,12,6,4,0,0,0.1815,0.9262,0,43.48,1.0,0.0,medium
94,46,13,6,29,7,1,0,1,0.0738,0.9518,0,30.69,0.965926,-0.258819,high
27,12,2,3,10,6,3,0,0,0.026,0.9923,0,51.51,1.0,0.0,low
32,16,3,2,11,23,5,1,0,0.0275,0.978,0,49.99,-0.258819,0.965926,low
23,13,1,2,7,16,0,0,0,0.0086,0.9943,0,52.97,-0.866025,-0.5,low
45,20,3,4,18,15,5,1,0,0.0182,0.9859,0,46.23,-0.707107,-0.707107,medium
34,17,4,3,10,13,1,0,0,0.2691,0.8918,0,45.76,-0.258819,-0.965926,low
35,16,3,3,13,2,5,1,0,0.1046,0.9409,0,47.93,0.5,0.866025,low
53,29,5,2,17,21,6,1,0,0.1314,0.9368,0,42.13,-0.707107,0.707107,medium
31,17,2,2,10,11,3,0,0,0.2382,0.9139,0,47.13,0.258819,-0.965926,low
24,14,2,2,6,3,1,0,0,0.0323,0.9828,0,52.31,0.707107,0.707107,low
12,6,1,0,5,4,6,1,0,0.1374,0.9569,0,54.34,0.866025,0.5,low
134,75,18,11,30,7,2,0,1,0.1452,0.9657,0,17.62,0.965926,-0.258819,high
22,12,2,1,7,13,3,0,0,0.0994,0.9716,0,51.91,-0.258819,-0.965926,low
42,21,5,4,12,23,0,0,0,0.0106,0.9922,0,47.24,-0.258819,0.965926,medium
58,32,6,5,15,20,5,1,1,0.0585,0.9574,0,41.72,-0.866025,0.5,medium
105,61,12,9,23,17,2,0,1,0.2845,0.8438,0,24.23,-0.965926,-0.258819,high
37,16,4,2,15,21,2,0,0,0.3716,0.7837,0,43.33,-0.707107,0.707107,low
120,62,10,9,39,7,4,0,1,0.0431,0.9738,0,23.35,0.965926,-0.258819,high
31,15,4,2,10,15,0,0,0,0.0167,0.9935,0,50.45,-0.707107,-0.707107,low
33,18,4,3,8,13,6,1,0,0.2669,0.8964,0,46.1,-0.258819,-0.965926,low
105,50,13,9,33,17,2,0,1,0.0312,0.9897,0,28.03,-0.965926,-0.258819,high
53,24,7,6,16,2,0,0,0,0.0,1.0,0,44.1,0.5,0.866025,medium
170,101,23,18,28,8,2,0,1,0.1459,0.9555,0,6.81,0.866025,-0.5,high
14,7,1,1,5,3,1,0,0,0.0058,0.9966,0,55.71,0.707107,0.707107,low
23,11,2,1,9,23,3,0,0,0.0596,0.964,0,52.21,-0.258819,0.965926,low
38,22,3,2,11,23,5,1,0,0.1415,0.9495,0,46.48,-0.258819,0.965926,low
24,11,3,2,8,12,1,0,0,0.0005,0.9997,0,52.79,0.0,-1.0,low
77,35,6,6,30,17,6,1,1,0.0199,0.9932,0,36.6,-0.965926,-0.258819,medium
45,25,5,4,11,16,4,0,0,0.2429,0.8911,0,42.86,-0.866025,-0.5,medium
16,8,1,1,6,5,2,0,0,0.0039,0.9978,0,55.14,0.965926,0.258819,low
29,15,2,2,10,3,2,0,0,0.1929,0.875,0,48.41,0.707107,0.707107,low
0,0,0,0,0,1,4,0,0,0.6472,0.6338,0,50.29,0.258819,0.965926,low
23,11,2,1,9,4,0,0,0,0.5987,0.6469,0,44.12,0.866025,0.5,low
102,54,8,10,30,17,4,0,1,0.0086,0.9954,0,29.27,-0.965926,-0.258819,high
70,41,8,7,14,12,6,1,0,0.0937,0.9315,0,37.59,0.0,-1.0,medium
21,10,2,2,7,21,5,1,0,0.0218,0.9917,0,53.37,-0.707107,0.707107,low
20,11,1,1,7,22,6,1,0,0.033,0.985,0,53.51,-0.5,0.866025,low
130,62,19,8,41,8,3,0,1,0.2236,0.9461,0,17.65,0.866025,-0.5,high
82,42,7,4,29,8,5,1,1,0.0004,0.9997,0,35.39,0.866025,-0.5,medium
11,4,1,1,5,23,3,0,0,0.1032,0.9679,0,55.15,-0.258819,0.965926,low
32,17,4,1,10,10,2,0,0,0.0633,0.951,0,49.45,0.5,-0.866025,low
131,73,18,13,27,9,3,0,1,0.0582,0.9691,0,19.83,0.707107,-0.707107,high
83,47,7,5,24,0,6,1,0,0.0602,0.9837,0,34.2,0.0,1.0,medium
9,4,1,0,4,4,5,1,0,0.0267,0.9821,0,56.9,0.866025,0.5,low
63,33,8,3,19,19,5,1,1,0.0029,0.9987,0,41.06,-0.965926,0.258819,medium
70,32,7,5,26,16,1,0,0,0.0387,0.9846,1,18.42,-0.866025,-0.5,medium
21,12,2,1,6,21,2,0,0,0.0146,0.9924,0,53.48,-0.707107,0.707107,low
79,46,10,5,18,21,3,0,0,0.3176,0.9011,1,11.54,-0.707107,0.707107,medium
24,11,2,2,9,4,0,0,0,0.0002,0.9999,0,52.8,0.866025,0.5,low
14,6,1,1,6,13,3,0,0,0.079,0.9785,0,54.62,-0.258819,-0.965926,low
66,30,7,5,24,9,6,1,1,0.0934,0.9679,0,38.8,0.707107,-0.707107,medium
20,11,2,1,6,6,3,0,0,0.0578,0.9681,0,53.13,1.0,0.0,low
115,65,13,7,30,18,1,0,1,0.0379,0.9738,0,24.93,-1.0,-0.0,high
50,29,4,5,12,10,5,1,0,0.3702,0.9245,0,39.45,0.5,-0.866025,medium
43,21,5,4,13,15,0,0,0,0.0021,0.9988,0,47.07,-0.707107,-0.707107,medium
17,9,2,1,5,14,2,0,0,0.1088,0.9724,0,53.27,-0.5,-0.866025,low
121,54,14,10,43,20,2,0,1,0.0282,0.986,0,23.28,-0.866025,0.5,high
33,14,4,3,12,6,0,0,0,0.0023,0.9988,0,50.07,1.0,0.0,low
132,61,15,8,48,18,6,1,1,0.0109,0.9957,1,5.0,-1.0,-0.0,high
13,6,1,1,5,22,3,0,0,0.0063,0.9983,0,56.01,-0.5,0.866025,low
54,28,5,3,18,13,1,0,0,0.0191,0.9946,0,43.51,-0.258819,-0.965926,medium
50,26,4,3,17,6,3,0,0,0.0524,0.9788,0,44.21,1.0,0.0,medium
3,1,0,0,2,10,3,0,0,0.0002,0.9999,0,59.1,0.5,-0.866025,low
30,15,4,2,9,21,6,1,0,0.2867,0.9197,0,46.7,-0.707107,0.707107,low
42,25,6,4,7,2,1,0,0,0.0017,0.9987,0,47.37,0.5,0.866025,medium
20,9,1,1,9,1,0,0,0,0.0159,0.9914,0,53.76,0.258819,0.965926,low
36,19,3,1,13,22,1,0,0,0.1751,0.8937,0,46.57,-0.5,0.866025,low
35,19,2,3,11,10,3,0,0,0.1275,0.9483,0,47.59,0.5,-0.866025,low
40,20,3,2,15,22,5,1,0,0.0526,0.9613,0,47.21,-0.5,0.866025,medium
14,6,1,1,6,14,4,0,0,0.1749,0.9493,0,53.18,-0.5,-0.866025,low
138,67,19,10,42,9,1,0,1,0.0001,1.0,0,18.6,0.707107,-0.707107,high
6,3,0,0,3,15,6,1,0,0.2642,0.9278,0,54.24,-0.707107,-0.707107,low
10,4,0,1,5,13,1,0,0,0.003,0.9991,0,56.95,-0.258819,-0.965926,low
58,32,5,5,16,3,1,0,0,0.0168,0.9873,0,42.35,0.707107,0.707107,medium
41,20,4,3,14,11,4,0,0,0.1443,0.9158,0,45.54,0.258819,-0.965926,medium
26,11,3,2,10,11,0,0,0,0.0319,0.9755,0,51.72,0.258819,-0.965926,low
83,47,10,7,19,13,1,0,0,0.197,0.8424,1,12.15,-0.258819,-0.965926,medium
34,18,4,3,9,2,1,0,0,0.0082,0.9976,0,49.68,0.5,0.866025,low
129,71,13,9,36,18,1,0,1,0.0719,0.9812,0,20.22,-1.0,-0.0,high
107,56,13,11,27,18,1,0,1,0.0085,0.9972,0,27.77,-1.0,-0.0,high
165,92,20,10,43,7,3,0,1,0.0005,0.9998,0,10.49,0.965926,-0.258819,high
120,56,13,7,44,18,4,0,1,0.0189,0.9864,0,23.72,-1.0,-0.0,high
22,10,2,1,9,23,4,0,0,0.0928,0.9356,0,52.01,-0.258819,0.965926,low
65,31,8,7,19,18,5,1,1,0.0009,0.9994,0,40.49,-1.0,-0.0,medium
20,11,1,1,7,14,2,0,0,0.0052,0.9988,0,53.92,-0.5,-0.866025,low
28,14,4,1,9,2,3,0,0,0.0001,0.9999,0,51.6,0.5,0.866025,low
3,1,0,0,2,3,6,1,0,0.0064,0.9963,0,59.0,0.707107,0.707107,low
35,17,4,2,12,16,4,0,0,0.0291,0.9791,0,49.06,-0.866025,-0.5,low
126,60,14,11,41,19,1,0,1,0.0363,0.9718,0,21.66,-0.965926,0.258819,high
23,11,3,2,7,4,1,0,0,0.0076,0.9945,0,52.99,0.866025,0.5,low
17,9,1,1,6,21,3,0,0,0.1119,0.9486,0,53.22,-0.707107,0.707107,low
58,32,5,4,17,22,2,0,0,0.008,0.9973,0,42.48,-0.5,0.866025,medium
100,57,8,9,26,19,0,0,1,0.0742,0.9474,0,28.89,-0.965926,0.258819,high
37,19,5,4,9,0,6,1,0,0.0067,0.9961,0,48.8,0.0,1.0,low
147,78,15,8,46,7,2,0,1,0.0922,0.9448,0,14.52,0.965926,-0.258819,high
98,56,8,7,27,20,5,1,1,0.2843,0.8811,0,26.34,-0.866025,0.5,high
9,5,0,0,4,14,0,0,0,0.066,0.9842,0,56.31,-0.5,-0.866025,low
106,60,8,6,32,20,3,0,1,0.08,0.9706,0,27.0,-0.866025,0.5,high
133,71,13,8,41,9,3,0,1,0.336,0.8906,0,15.06,0.707107,-0.707107,high
51,28,4,3,16,3,4,0,0,0.0665,0.9781,0,43.7,0.707107,0.707107,medium
16,7,1,1,7,22,3,0,0,0.1187,0.9649,0,53.42,-0.5,0.866025,low
129,62,11,8,48,8,0,0,1,0.0075,0.9949,0,21.19,0.866025,-0.5,high
62,30,5,5,22,4,5,1,0,0.1652,0.9016,0,38.92,0.866025,0.5,medium
22,10,2,2,8,3,0,0,0,0.0084,0.9983,0,53.27,0.707107,0.707107,low
33,19,4,2,8,6,5,1,0,0.0366,0.984,0,49.55,1.0,0.0,low
143,79,14,12,38,9,0,0,1,0.0495,0.9662,0,16.36,0.707107,-0.707107,high
33,19,4,2,8,5,0,0,0,0.0006,0.9999,0,50.09,0.965926,0.258819,low
25,12,2,1,10,12,3,0,0,0.1369,0.9161,0,50.45,0.0,-1.0,low
151,80,16,13,42,8,2,0,1,0.0948,0.9491,0,13.28,0.866025,-0.5,high
43,21,5,3,14,15,4,0,0,0.0208,0.9836,0,46.79,-0.707107,-0.707107,medium
49,25,4,4,16,16,6,1,0,0.1582,0.8979,0,42.93,-0.866025,-0.5,medium
66,31,5,4,26,13,6,1,0,0.0011,0.9994,0,40.18,-0.258819,-0.965926,medium
115,60,12,7,36,9,3,0,1,0.2534,0.9351,0,21.7,0.707107,-0.707107,high
18,10,1,1,6,11,2,0,0,0.028,0.9818,0,54.18,0.258819,-0.965926,low
30,14,3,2,11,11,0,0,0,0.0044,0.9967,0,50.93,0.258819,-0.965926,low
71,34,6,7,24,16,2,0,0,0.0506,0.9626,0,37.94,-0.866025,-0.5,medium
28,14,3,1,10,0,5,1,0,0.099,0.9391,0,50.12,0.0,1.0,low
36,16,3,2,15,2,2,0,0,0.1105,0.9171,0,47.54,0.5,0.866025,low
107,57,13,7,30,3,2,0,0,0.0002,0.9998,1,7.9,0.707107,0.707107,high
123,69,13,14,27,20,3,0,1,0.0097,0.9962,0,22.96,-0.866025,0.5,high
89,51,8,4,26,15,2,0,0,0.0022,0.9992,1,13.27,-0.707107,-0.707107,medium
17,8,2,1,6,22,6,1,0,0.0376,0.9887,0,54.34,-0.5,0.866025,low
52,30,4,6,12,23,3,0,0,0.0506,0.973,0,43.64,-0.258819,0.965926,medium
51,24,5,4,18,23,5,1,0,0.1735,0.9417,0,42.1,-0.258819,0.965926,medium
33,17,4,3,9,1,5,1,0,0.0158,0.9882,0,49.86,0.258819,0.965926,low
77,43,7,7,20,20,6,1,1,0.1437,0.9089,0,34.74,-0.866025,0.5,medium
45,20,5,3,17,21,3,0,0,0.1972,0.8509,0,43.54,-0.707107,0.707107,medium
38,22,4,4,8,10,4,0,0,0.0356,0.9715,0,48.07,0.5,-0.866025,low
35,17,2,2,14,13,2,0,0,0.0019,0.9991,0,49.47,-0.258819,-0.965926,low
29,14,2,1,12,15,4,0,0,0.0005,0.9996,0,51.29,-0.707107,-0.707107,low
13,6,1,1,5,16,2,0,0,0.0262,0.9833,0,55.71,-0.866025,-0.5,low
27,13,3,2,9,13,6,1,0,0.1685,0.9425,0,49.37,-0.258819,-0.965926,low
113,64,14,12,23,19,0,0,1,0.0197,0.9913,0,25.81,-0.965926,0.258819,high
18,9,2,1,6,5,4,0,0,0.0003,0.9999,0,54.6,0.965926,0.258819,low
62,35,7,4,16,21,2,0,0,0.502,0.6556,0,33.87,-0.707107,0.707107,medium
57,28,6,4,19,4,5,1,0,0.0655,0.9726,0,41.92,0.866025,0.5,medium
90,45,9,5,31,20,5,1,1,0.1401,0.9515,0,30.9,-0.866025,0.5,high
12,5,1,1,5,2,4,0,0,0.1665,0.8839,0,53.9,0.5,0.866025,low
44,24,5,2,13,10,2,0,0,0.0086,0.9933,1,26.67,0.5,-0.866025,medium
31,14,3,2,12,13,1,0,0,0.0262,0.9798,0,50.31,-0.258819,-0.965926,low
38,17,4,3,14,13,3,0,0,0.0126,0.9927,0,48.41,-0.258819,-0.965926,low
80,38,9,4,29,20,6,1,1,0.0272,0.9878,0,35.59,-0.866025,0.5,medium
46,24,5,4,13,11,3,0,0,0.0072,0.9954,0,46.09,0.258819,-0.965926,medium
133,68,13,15,37,19,3,0,1,0.0747,0.9456,0,18.98,-0.965926,0.258819,high
15,7,1,1,6,3,4,0,0,0.2918,0.8264,0,51.12,0.707107,0.707107,low
39,21,4,3,11,21,0,0,0,0.0352,0.9863,0,47.77,-0.707107,0.707107,low
50,25,4,5,16,11,5,1,0,0.0001,1.0,0,45.0,0.258819,-0.965926,medium
56,29,6,3,18,12,1,0,0,0.0793,0.9637,0,42.01,0.0,-1.0,medium
38,19,4,2,13,1,4,0,0,0.0143,0.9935,0,48.39,0.258819,0.965926,low
132,60,13,10,49,9,1,0,1,0.0578,0.9683,0,19.53,0.707107,-0.707107,high
38,21,5,2,10,5,5,1,0,0.0001,1.0,0,48.6,0.965926,0.258819,low
26,12,3,1,10,2,4,0,0,0.0376,0.9731,0,51.64,0.5,0.866025,low
54,27,5,4,18,0,3,0,0,0.0915,0.9307,0,42.43,0.0,1.0,medium
51,26,6,5,14,14,0,0,0,0.0007,0.9995,1,24.69,-0.5,-0.866025,medium
45,20,5,3,17,13,4,0,0,0.0308,0.9834,0,46.04,-0.258819,-0.965926,medium
27,15,3,1,8,13,5,1,0,0.0009,0.9995,0,51.89,-0.258819,-0.965926,low
19,10,2,2,5,21,6,1,0,0.0122,0.9926,0,54.12,-0.707107,0.707107,low
19,10,2,2,5,10,0,0,0,0.0939,0.9506,0,52.89,0.5,-0.866025,low
22,11,2,2,7,12,1,0,0,0.2994,0.7963,0,48.91,0.0,-1.0,low
